city,x,y,before,after,mask,split
Hardoi,7552,7316,D:\CV\images\before\Hardoi_2018-07-04_before_7552_7316.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_7316.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_7316.tif,val
Hardoi,7552,7552,D:\CV\images\before\Hardoi_2018-07-04_before_7552_7552.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_7552.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_7552.tif,val
Hardoi,7552,7788,D:\CV\images\before\Hardoi_2018-07-04_before_7552_7788.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_7788.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_7788.tif,val
Hardoi,7552,8024,D:\CV\images\before\Hardoi_2018-07-04_before_7552_8024.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_8024.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_8024.tif,val
Hardoi,7552,8260,D:\CV\images\before\Hardoi_2018-07-04_before_7552_8260.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_8260.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_8260.tif,val
Hardoi,7552,8496,D:\CV\images\before\Hardoi_2018-07-04_before_7552_8496.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_8496.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_8496.tif,val
Hardoi,7552,8732,D:\CV\images\before\Hardoi_2018-07-04_before_7552_8732.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_8732.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_8732.tif,val
Hardoi,7552,8968,D:\CV\images\before\Hardoi_2018-07-04_before_7552_8968.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_8968.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_8968.tif,val
Hardoi,7552,9204,D:\CV\images\before\Hardoi_2018-07-04_before_7552_9204.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_9204.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_9204.tif,val
Hardoi,7552,9440,D:\CV\images\before\Hardoi_2018-07-04_before_7552_9440.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_9440.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_9440.tif,val
Hardoi,7552,10148,D:\CV\images\before\Hardoi_2018-07-04_before_7552_10148.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_10148.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_10148.tif,train
Hardoi,7552,10384,D:\CV\images\before\Hardoi_2018-07-04_before_7552_10384.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_10384.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_10384.tif,train
Hardoi,7552,10620,D:\CV\images\before\Hardoi_2018-07-04_before_7552_10620.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_10620.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_10620.tif,train
Hardoi,7552,10856,D:\CV\images\before\Hardoi_2018-07-04_before_7552_10856.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_10856.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_10856.tif,train
Hardoi,7552,11092,D:\CV\images\before\Hardoi_2018-07-04_before_7552_11092.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_11092.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_11092.tif,train
Hardoi,7552,11328,D:\CV\images\before\Hardoi_2018-07-04_before_7552_11328.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_11328.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_11328.tif,train
Hardoi,7552,11564,D:\CV\images\before\Hardoi_2018-07-04_before_7552_11564.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_11564.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_11564.tif,train
Hardoi,7552,11800,D:\CV\images\before\Hardoi_2018-07-04_before_7552_11800.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_11800.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_11800.tif,train
Hardoi,7552,12036,D:\CV\images\before\Hardoi_2018-07-04_before_7552_12036.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_12036.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_12036.tif,train
Hardoi,7552,12272,D:\CV\images\before\Hardoi_2018-07-04_before_7552_12272.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_12272.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_12272.tif,train
Hardoi,7552,12508,D:\CV\images\before\Hardoi_2018-07-04_before_7552_12508.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_12508.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_12508.tif,train
Hardoi,7552,12744,D:\CV\images\before\Hardoi_2018-07-04_before_7552_12744.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_12744.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_12744.tif,train
Hardoi,7552,12980,D:\CV\images\before\Hardoi_2018-07-04_before_7552_12980.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_12980.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_12980.tif,train
Hardoi,7552,13216,D:\CV\images\before\Hardoi_2018-07-04_before_7552_13216.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_13216.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_13216.tif,train
Hardoi,7552,13452,D:\CV\images\before\Hardoi_2018-07-04_before_7552_13452.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_13452.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_13452.tif,train
Hardoi,7552,13688,D:\CV\images\before\Hardoi_2018-07-04_before_7552_13688.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_13688.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_13688.tif,train
Hardoi,7552,13924,D:\CV\images\before\Hardoi_2018-07-04_before_7552_13924.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_13924.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_13924.tif,train
Hardoi,7552,14160,D:\CV\images\before\Hardoi_2018-07-04_before_7552_14160.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_14160.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_14160.tif,train
Hardoi,7552,14396,D:\CV\images\before\Hardoi_2018-07-04_before_7552_14396.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_14396.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_14396.tif,train
Hardoi,7552,14632,D:\CV\images\before\Hardoi_2018-07-04_before_7552_14632.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_14632.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_14632.tif,train
Hardoi,7552,14868,D:\CV\images\before\Hardoi_2018-07-04_before_7552_14868.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_14868.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_14868.tif,train
Hardoi,7552,15104,D:\CV\images\before\Hardoi_2018-07-04_before_7552_15104.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_15104.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_15104.tif,train
Hardoi,7552,15340,D:\CV\images\before\Hardoi_2018-07-04_before_7552_15340.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_15340.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_15340.tif,train
Hardoi,7552,15576,D:\CV\images\before\Hardoi_2018-07-04_before_7552_15576.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_15576.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_15576.tif,train
Hardoi,7552,15812,D:\CV\images\before\Hardoi_2018-07-04_before_7552_15812.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_15812.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_15812.tif,train
Hardoi,7552,16048,D:\CV\images\before\Hardoi_2018-07-04_before_7552_16048.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_16048.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_16048.tif,train
Hardoi,7552,16284,D:\CV\images\before\Hardoi_2018-07-04_before_7552_16284.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_16284.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_16284.tif,train
Hardoi,7552,16520,D:\CV\images\before\Hardoi_2018-07-04_before_7552_16520.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_16520.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_16520.tif,train
Hardoi,7552,16756,D:\CV\images\before\Hardoi_2018-07-04_before_7552_16756.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_16756.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_16756.tif,train
Hardoi,7552,16992,D:\CV\images\before\Hardoi_2018-07-04_before_7552_16992.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_16992.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_16992.tif,train
Hardoi,7552,17228,D:\CV\images\before\Hardoi_2018-07-04_before_7552_17228.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_17228.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_17228.tif,train
Hardoi,7552,17464,D:\CV\images\before\Hardoi_2018-07-04_before_7552_17464.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_17464.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_17464.tif,train
Hardoi,7552,17700,D:\CV\images\before\Hardoi_2018-07-04_before_7552_17700.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_17700.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_17700.tif,train
Hardoi,7552,18644,D:\CV\images\before\Hardoi_2018-07-04_before_7552_18644.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_18644.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_18644.tif,train
Hardoi,7552,19116,D:\CV\images\before\Hardoi_2018-07-04_before_7552_19116.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_19116.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_19116.tif,train
Hardoi,7552,19352,D:\CV\images\before\Hardoi_2018-07-04_before_7552_19352.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_19352.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_19352.tif,train
Hardoi,7552,19588,D:\CV\images\before\Hardoi_2018-07-04_before_7552_19588.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_19588.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_19588.tif,train
Hardoi,7552,20768,D:\CV\images\before\Hardoi_2018-07-04_before_7552_20768.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_20768.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_20768.tif,train
Hardoi,7552,21004,D:\CV\images\before\Hardoi_2018-07-04_before_7552_21004.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_21004.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_21004.tif,train
Hardoi,7552,21240,D:\CV\images\before\Hardoi_2018-07-04_before_7552_21240.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_21240.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_21240.tif,train
Hardoi,7552,21476,D:\CV\images\before\Hardoi_2018-07-04_before_7552_21476.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_21476.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_21476.tif,train
Hardoi,7552,21712,D:\CV\images\before\Hardoi_2018-07-04_before_7552_21712.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_21712.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_21712.tif,train
Hardoi,7552,21948,D:\CV\images\before\Hardoi_2018-07-04_before_7552_21948.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_21948.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_21948.tif,train
Hardoi,7552,22184,D:\CV\images\before\Hardoi_2018-07-04_before_7552_22184.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_22184.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_22184.tif,train
Hardoi,7552,22420,D:\CV\images\before\Hardoi_2018-07-04_before_7552_22420.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_22420.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_22420.tif,train
Hardoi,7552,22656,D:\CV\images\before\Hardoi_2018-07-04_before_7552_22656.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_22656.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_22656.tif,train
Hardoi,7552,22892,D:\CV\images\before\Hardoi_2018-07-04_before_7552_22892.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_22892.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_22892.tif,train
Hardoi,7552,23128,D:\CV\images\before\Hardoi_2018-07-04_before_7552_23128.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_23128.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_23128.tif,train
Hardoi,7552,23364,D:\CV\images\before\Hardoi_2018-07-04_before_7552_23364.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_23364.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_23364.tif,train
Hardoi,7552,23600,D:\CV\images\before\Hardoi_2018-07-04_before_7552_23600.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_23600.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_23600.tif,train
Hardoi,7552,23836,D:\CV\images\before\Hardoi_2018-07-04_before_7552_23836.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_23836.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_23836.tif,train
Hardoi,7552,24072,D:\CV\images\before\Hardoi_2018-07-04_before_7552_24072.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_24072.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_24072.tif,train
Hardoi,7552,24308,D:\CV\images\before\Hardoi_2018-07-04_before_7552_24308.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_24308.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_24308.tif,train
Hardoi,7552,24544,D:\CV\images\before\Hardoi_2018-07-04_before_7552_24544.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_24544.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_24544.tif,train
Hardoi,7552,24780,D:\CV\images\before\Hardoi_2018-07-04_before_7552_24780.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_24780.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_24780.tif,train
Hardoi,7552,25016,D:\CV\images\before\Hardoi_2018-07-04_before_7552_25016.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_25016.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_25016.tif,train
Hardoi,7552,25252,D:\CV\images\before\Hardoi_2018-07-04_before_7552_25252.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_25252.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_25252.tif,train
Hardoi,7552,25488,D:\CV\images\before\Hardoi_2018-07-04_before_7552_25488.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_25488.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_25488.tif,train
Hardoi,7552,25724,D:\CV\images\before\Hardoi_2018-07-04_before_7552_25724.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_25724.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_25724.tif,train
Hardoi,7552,25960,D:\CV\images\before\Hardoi_2018-07-04_before_7552_25960.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_25960.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_25960.tif,train
Hardoi,7552,26196,D:\CV\images\before\Hardoi_2018-07-04_before_7552_26196.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_26196.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_26196.tif,train
Hardoi,7552,26432,D:\CV\images\before\Hardoi_2018-07-04_before_7552_26432.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_26432.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_26432.tif,train
Hardoi,7552,26668,D:\CV\images\before\Hardoi_2018-07-04_before_7552_26668.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_26668.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_26668.tif,train
Hardoi,7552,26904,D:\CV\images\before\Hardoi_2018-07-04_before_7552_26904.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_26904.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_26904.tif,train
Hardoi,7552,27140,D:\CV\images\before\Hardoi_2018-07-04_before_7552_27140.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_27140.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_27140.tif,train
Hardoi,7552,27376,D:\CV\images\before\Hardoi_2018-07-04_before_7552_27376.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_27376.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_27376.tif,train
Hardoi,7552,27612,D:\CV\images\before\Hardoi_2018-07-04_before_7552_27612.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_27612.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_27612.tif,train
Hardoi,7552,27848,D:\CV\images\before\Hardoi_2018-07-04_before_7552_27848.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_27848.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_27848.tif,train
Hardoi,7552,28084,D:\CV\images\before\Hardoi_2018-07-04_before_7552_28084.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_28084.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_28084.tif,train
Hardoi,7552,28320,D:\CV\images\before\Hardoi_2018-07-04_before_7552_28320.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_28320.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_28320.tif,train
Hardoi,7552,28556,D:\CV\images\before\Hardoi_2018-07-04_before_7552_28556.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_28556.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_28556.tif,train
Hardoi,7552,28792,D:\CV\images\before\Hardoi_2018-07-04_before_7552_28792.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_28792.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_28792.tif,train
Hardoi,7552,29028,D:\CV\images\before\Hardoi_2018-07-04_before_7552_29028.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_29028.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_29028.tif,train
Hardoi,7552,29264,D:\CV\images\before\Hardoi_2018-07-04_before_7552_29264.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_29264.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_29264.tif,train
Hardoi,7552,29500,D:\CV\images\before\Hardoi_2018-07-04_before_7552_29500.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_29500.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_29500.tif,train
Hardoi,7552,29736,D:\CV\images\before\Hardoi_2018-07-04_before_7552_29736.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_29736.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_29736.tif,train
Hardoi,7552,29972,D:\CV\images\before\Hardoi_2018-07-04_before_7552_29972.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_29972.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_29972.tif,train
Hardoi,7552,30208,D:\CV\images\before\Hardoi_2018-07-04_before_7552_30208.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_30208.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_30208.tif,train
Hardoi,7552,30444,D:\CV\images\before\Hardoi_2018-07-04_before_7552_30444.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_30444.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_30444.tif,train
Hardoi,7552,30680,D:\CV\images\before\Hardoi_2018-07-04_before_7552_30680.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_30680.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_30680.tif,train
Hardoi,7552,30916,D:\CV\images\before\Hardoi_2018-07-04_before_7552_30916.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_30916.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_30916.tif,train
Hardoi,7552,31152,D:\CV\images\before\Hardoi_2018-07-04_before_7552_31152.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_31152.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_31152.tif,train
Hardoi,7552,31388,D:\CV\images\before\Hardoi_2018-07-04_before_7552_31388.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7552_31388.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7552_31388.tif,train
Hardoi,7788,0,D:\CV\images\before\Hardoi_2018-07-04_before_7788_0.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7788_0.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7788_0.tif,test
Hardoi,7788,236,D:\CV\images\before\Hardoi_2018-07-04_before_7788_236.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7788_236.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7788_236.tif,test
Hardoi,7788,472,D:\CV\images\before\Hardoi_2018-07-04_before_7788_472.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7788_472.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7788_472.tif,test
Hardoi,7788,708,D:\CV\images\before\Hardoi_2018-07-04_before_7788_708.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7788_708.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7788_708.tif,test
Hardoi,7788,944,D:\CV\images\before\Hardoi_2018-07-04_before_7788_944.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7788_944.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7788_944.tif,test
Hardoi,7788,1180,D:\CV\images\before\Hardoi_2018-07-04_before_7788_1180.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7788_1180.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7788_1180.tif,test
Hardoi,7788,1416,D:\CV\images\before\Hardoi_2018-07-04_before_7788_1416.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7788_1416.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7788_1416.tif,test
Hardoi,7788,2124,D:\CV\images\before\Hardoi_2018-07-04_before_7788_2124.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7788_2124.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7788_2124.tif,test
Hardoi,7788,2360,D:\CV\images\before\Hardoi_2018-07-04_before_7788_2360.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7788_2360.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7788_2360.tif,test
Hardoi,7788,2596,D:\CV\images\before\Hardoi_2018-07-04_before_7788_2596.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7788_2596.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7788_2596.tif,test
Hardoi,7788,2832,D:\CV\images\before\Hardoi_2018-07-04_before_7788_2832.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7788_2832.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7788_2832.tif,test
Hardoi,7788,3068,D:\CV\images\before\Hardoi_2018-07-04_before_7788_3068.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7788_3068.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7788_3068.tif,test
Hardoi,7788,3304,D:\CV\images\before\Hardoi_2018-07-04_before_7788_3304.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7788_3304.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7788_3304.tif,test
Hardoi,7788,3540,D:\CV\images\before\Hardoi_2018-07-04_before_7788_3540.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7788_3540.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7788_3540.tif,test
Hardoi,7788,3776,D:\CV\images\before\Hardoi_2018-07-04_before_7788_3776.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7788_3776.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7788_3776.tif,test
Hardoi,7788,4012,D:\CV\images\before\Hardoi_2018-07-04_before_7788_4012.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7788_4012.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7788_4012.tif,test
Hardoi,7788,4248,D:\CV\images\before\Hardoi_2018-07-04_before_7788_4248.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7788_4248.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7788_4248.tif,test
Hardoi,7788,4484,D:\CV\images\before\Hardoi_2018-07-04_before_7788_4484.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7788_4484.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7788_4484.tif,test
Hardoi,7788,5192,D:\CV\images\before\Hardoi_2018-07-04_before_7788_5192.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7788_5192.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7788_5192.tif,val
Hardoi,7788,5428,D:\CV\images\before\Hardoi_2018-07-04_before_7788_5428.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7788_5428.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7788_5428.tif,val
Hardoi,7788,5664,D:\CV\images\before\Hardoi_2018-07-04_before_7788_5664.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7788_5664.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7788_5664.tif,val
Hardoi,7788,5900,D:\CV\images\before\Hardoi_2018-07-04_before_7788_5900.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7788_5900.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7788_5900.tif,val
Hardoi,7788,6136,D:\CV\images\before\Hardoi_2018-07-04_before_7788_6136.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7788_6136.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7788_6136.tif,val
Hardoi,7788,6372,D:\CV\images\before\Hardoi_2018-07-04_before_7788_6372.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7788_6372.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7788_6372.tif,val
Hardoi,7788,6608,D:\CV\images\before\Hardoi_2018-07-04_before_7788_6608.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7788_6608.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7788_6608.tif,val
Hardoi,7788,6844,D:\CV\images\before\Hardoi_2018-07-04_before_7788_6844.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7788_6844.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7788_6844.tif,val
Hardoi,7788,7080,D:\CV\images\before\Hardoi_2018-07-04_before_7788_7080.tif,D:\CV\images\after\Hardoi_2018-09-02_after_7788_7080.tif,D:\CV\masks\Hardoi_2018-07-04_mask_7788_7080.tif,val
